Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Air temperature (F),Ta_h (C),Ta_h (F),Ta_m (C),Ta_m (F),Ta_l (C),Ta_l (F),Operative temperature (C),Operative temperature (F),Radiant temperature (C),Radiant temperature (F),Globe temperature (C),Globe temperature (F),Tg_h (C),Tg_h (F),Tg_m (C),Tg_m (F),Tg_l (C),Tg_l (F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C),Outdoor monthly air temperature (F),Database
"Luo, M. Zhou, X. Zhu Y., Zhang, D. Cao, B. Exploring the dynamic process of human thermal adaptation: A study in teaching building, Energy and Buildings 127 (2016), 425-432.",Maohui Luo,2012.0,Winter,Cfa,Humid subtropical,Shanghai,China,Classroom,Naturally Ventilated,,,,Male,0.0,1.0,no change,,no change,5,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,no change,0.0,,,,,,,,,,,,,,,,,,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,London,UK,Others,Air Conditioned,,Mechanical Heating,,Male,-1.0,,warmer,,no change,,,,,0.65,1.2,,,,,,,,,,,,,,,,,22.6,72.7,,,,,,,65.3,no change,0.0,,,,,,,,,,,,,,,,13.2,55.8,Database 2
"Gail Brager, Gwelen Paliaga, Richard de Dear. Operable windows, personal control and occupant comfort. ASHRAE Transactions. 110(2)",Paliaga,2003.0,Winter,Csb,Warm-summer Mediterranean,Berkeley,USA,Office,Naturally Ventilated,,Mechanical Heating,,Male,1.0,1.0,cooler,0.0,more,,,,,0.89,1.3,,,,,24.8,76.6,24.8,76.6,,,,,25.0,77.0,,,,,24.9,76.8,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,Database 2
"Honnekeri, A. Pigman, M. C. Zhang, H. Arens, E. Fountain, M. Zhai, Y. Dutton, S. Use of adaptive actions and thermal comfort in a naturally ventilated office, Proceedings of the 13th International Conference Indoor Air (2014) Hong Kong.",Anoop Honnekeri,2012.0,Spring,Csc,Cool-summer Mediterranean,Alameda,USA,Office,Naturally Ventilated,,,,,0.0,1.0,no change,1.0,no change,,,,,0.56,,,,,,26.9,80.4,26.9,80.4,,,,,,,,,,,,,,,,,37.9,,,,,,,,,,,,,,1.0,,,0.0,16.7,62.1,Database 2
"Luo, M. Zhou, X. Zhu Y., Zhang, D. Cao, B. Exploring the dynamic process of human thermal adaptation: A study in teaching building, Energy and Buildings 127 (2016), 425-432.",Maohui Luo,2012.0,Winter,Cfa,Humid subtropical,Shanghai,China,Classroom,Naturally Ventilated,,,,Male,0.0,0.0,cooler,,more,4,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,no change,0.0,,,,,,,,,,,,,,,,,,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Brazil,Office,Air Conditioned,,,25.0,Male,0.0,1.0,no change,1.0,no change,,,,,0.69,1.0,,,,,22.2,72.0,,,,,,,,,,,,,,,,,,,43.3,,,0.2,39.37,,,,,,,186.0,100.0,,,0.0,,,19.0,66.2,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Winter,BSh,Hot semi-arid,Hyderabad,India,Office,Mixed Mode,Naturally Ventilated,,,Male,3.0,0.0,cooler,,no change,,1.4,47.0,29.37,0.7,1.0,,,,,29.5,85.1,,,,,,,,,,,,,29.4,84.9,,,,,39.0,,,0.02,3.94,,,,,,,,75.0,,,0.0,0.0,,21.6,70.9,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,2.0,0.0,cooler,,,,-0.1,5.0,24.62,0.61,1.4,,,,,23.4,74.1,,,,,,,,,,,,,23.4,74.1,,,22.4,72.3,26.8,,,0.04,7.87,,,,,,,,,,,,,,4.0,39.0,Database 2
"Teli, D., Jentsch, M. F., & James, P. A. (2012). Naturally ventilated classrooms: An assessment of existing comfort models for predicting the thermal sensation and preference of primary school children. Energy and Buildings, 53, 166-182.",Despoina Teli,2011.0,Spring,Dfb,Warm-summer humid continental,Hampshire,UK,Classroom,Naturally Ventilated,,,,Male,-1.0,,,,,,-1.4,44.0,20.35,0.6,1.2,,,,,18.6,65.5,,,,,,,19.2,66.5,19.7,67.5,,,,,,,,,58.3,,,0.04,7.87,,,,,,,,,,,,,,7.3,45.1,Database 2
"de Dear, R. J., Leow, K. G. and S. C. Foo (1991) ""Thermal comfort in the humid tropics: Field experiments in air conditioned and naturally ventilated buildings in Singapore"". International Journal of Biometeorology, Vol. 34, pp. 259-265.",Richard de Dear,1986.0,Summer,Af,Tropical rainforest,Singapore,Singapore,Office,Air Conditioned,,,,Female,0.0,,,,,,-0.34,7.41,23.65,0.31,1.19,,,,,24.4,75.9,,,24.4,75.9,,,24.8,76.6,25.1,77.2,25.1,77.2,,,25.1,77.2,,,60.1,,,0.05,9.84,,,0.05,9.84,,,,,,,,,,,,Database 1
"Kwok, A.G. ""Thermal Comfort in Tropical Classrooms."" ASHRAE Trans., V. 104 (1), 1998.",Alison Kwok,1996.0,Winter,As,Tropical dry savanna,Honolulu,USA,Classroom,Air Conditioned,,,15.0,Male,-2.5,1.0,warmer,,no change,3,,,,0.34,1.2,,,,,,,23.2,73.8,,,,,23.2,73.7,,,23.1,73.6,23.1,73.6,,,,,65.3,,,,,0.18,35.18,,,,,,,,,,,,,,Database 1
"de Dear, R.J. and M.E. Fountain (1994) ""Field experiments on occupant comfort and office thermal environments in a hot- humid climate,"" ASHRAE Transactions, Vol.100(2), pp.457- 475.",Richard de Dear,1992.0,Winter,Aw,Tropical wet savanna,Townsville,Australia,Office,Air Conditioned,,,38.0,Female,0.0,1.0,no change,1.0,no change,,-0.39,8.19,24.02,0.53,1.26,,,,,23.1,73.7,23.2,73.7,23.2,73.7,23.1,73.6,23.2,73.7,23.2,73.7,23.2,73.7,23.3,74.0,23.2,73.7,23.0,73.5,49.0,,,0.14,27.56,0.17,32.48,0.11,20.87,0.13,26.38,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,-1.0,1.0,no change,,,,,,,0.72,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,61.0,Database 2
,Shahin Heidari,2014.0,Summer,BWh,Hot desert,Bandar Abbas,Iran,Multifamily housing,Naturally Ventilated,,,35.0,,0.0,,no change,,,,,,,0.46,1.2,,,,,29.7,85.5,,,,,,,30.3,86.5,,,,,,,,,,,65.0,,,0.22,43.3,,,,,,,,,,0.0,0.0,,,31.9,89.3,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Cfb,Temperate oceanic,London,UK,Others,Naturally Ventilated,,Mechanical Heating,,Male,0.0,,no change,,less,,0.7,15.0,28.06,0.82,1.3,,,,,25.5,77.8,,,,,,,,,25.4,77.7,25.4,77.8,,,,,,,39.3,more humid,1.0,0.09,17.72,,,,,,,,,,,,,,11.2,52.2,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Winter,BSh,Hot semi-arid,Hyderabad,India,Office,Air Conditioned,,,,Male,-1.0,1.0,no change,,no change,,0.3,7.0,26.24,0.72,1.0,,,,,25.3,77.5,,,,,,,,,,,,,25.5,77.9,,,,,55.0,,,0.04,7.87,,,,,,,,,,,,0.0,,21.6,70.9,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,0.0,1.0,no change,,,,-0.4,8.0,23.51,0.5,1.3,,,,,23.1,73.6,,,,,,,,,,,,,22.9,73.2,,,22.7,72.8,50.9,,,0.02,3.94,,,,,,,,,,,,,,4.0,39.0,Database 2
"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Canada,Office,Air Conditioned,,,35.0,Female,-2.0,,warmer,,,,,,,1.1,,,,,,22.3,72.1,,,22.3,72.1,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,Database 1
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Summer,Aw,Tropical wet savanna,Chennai,India,Office,Mixed Mode,Air Conditioned,,,Male,-1.0,1.0,cooler,,no change,,0.1,5.0,25.96,0.7,1.0,,,,,25.7,78.3,,,,,,,,,,,,,26.1,79.0,,,,,43.0,,,0.18,35.43,,,,,,,,52.0,,,0.0,0.0,,38.1,100.5,Database 2
"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Canada,Office,Air Conditioned,,,,,1.0,,no change,,,,,,,1.04,,,,,,23.0,73.4,,,23.0,73.4,,,,,,,,,,,,,,,25.6,,,,,,,,,,,,,,,,,,,,Database 1
"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Germany,Office,Mixed Mode,Unknown,,,,0.0,,no change,,,3.0,,,,0.54,1.2,,,,,24.6,76.2,,,,,,,,,,,,,,,,,,,29.8,,,0.01,1.97,,,,,,,,,1.0,0.0,1.0,0.0,0.0,16.6,61.8,Database 2
"Hawighorst, M., Schweiker, M. and Wagner, A., 2016. Thermo-specific self-efficacy (specSE) in relation to perceived comfort and control. Building and Environment, 102, pp.193-206.",Marcel Schweiker,2011.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Germany,Office,Mixed Mode,Unknown,,,,2.0,,cooler,,,4.5,,,,0.4,1.2,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,65.0,,,0.05,9.84,,,,,,,,,1.0,,1.0,0.0,0.0,25.9,78.6,Database 2
"Zhang, Y., Chen, H., & Meng, Q. (2013). Thermal comfort in buildings with split air-conditioners in hot-humid area of China. Building and Environment, 64, 213-224.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,China,Others,Mixed Mode,Unknown,,,,1.0,1.0,,,,3.0,0.6,13.0,26.08,0.29,1.2,,,,,28.4,83.1,28.4,83.1,28.4,83.1,28.4,83.1,,,28.8,83.8,,,28.7,83.7,28.8,83.8,28.8,83.8,78.8,,,0.43,84.65,0.51,100.47,0.4,78.8,0.38,74.86,,,,,,,,22.0,72.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,-1.0,1.0,no change,,,,0.3,7.0,27.54,1.5,1.1,,,,,21.8,71.2,,,,,,,,,,,,,21.6,70.9,,,,,32.3,,,0.08,15.75,,,,,,,,,,,,,,4.0,39.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,-3.0,0.0,warmer,,,,,,,,1.3,,,,,19.1,66.4,,,,,,,,,,,,,21.3,70.3,,,20.1,68.2,32.5,,,0.12,23.62,,,,,,,,,,,,,,4.0,39.0,Database 2
"Luo, M. Zhou, X. Zhu Y., Zhang, D. Cao, B. Exploring the dynamic process of human thermal adaptation: A study in teaching building, Energy and Buildings 127 (2016), 425-432.",Maohui Luo,2012.0,Winter,Cfa,Humid subtropical,Shanghai,China,Classroom,Naturally Ventilated,,,,Male,0.0,1.0,no change,,no change,4,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,no change,0.0,,,,,,,,,,,,,,,,,,Database 2
"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",Lynda Webb,2015.0,,BSh,Hot semi-arid,Ahmedabad,India,Multifamily housing,Mixed Mode,Unknown,,60.0,Male,0.0,1.0,no change,,no change,3.0,,,,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,19.67,,,,,,,,,,0.0,,1.0,,,,Database 2
"Honnekeri, A. Pigman, M. C. Zhang, H. Arens, E. Fountain, M. Zhai, Y. Dutton, S. Use of adaptive actions and thermal comfort in a naturally ventilated office, Proceedings of the 13th International Conference Indoor Air (2014) Hong Kong.",Anoop Honnekeri,2012.0,Autumn,Csc,Cool-summer Mediterranean,Alameda,USA,Office,Naturally Ventilated,,,,,-0.2,0.0,no change,1.0,no change,,,,,0.66,,,,,,20.7,69.3,20.7,69.3,,,,,,,,,,,,,,,,,44.8,,,,,,,,,,,,,,0.0,,,1.0,11.0,51.7,Database 2
"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Slovakia,Multifamily housing,Naturally Ventilated,,Mechanical Heating,,Female,-2.0,0.0,no change,,,,,,,,,,,,,20.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,38.1,Database 2
"Teli, D., Jentsch, M. F., & James, P. A. (2012). Naturally ventilated classrooms: An assessment of existing comfort models for predicting the thermal sensation and preference of primary school children. Energy and Buildings, 53, 166-182.",Despoina Teli,2012.0,Spring,Dfb,Warm-summer humid continental,Hampshire,UK,Classroom,Naturally Ventilated,,,,,0.0,,,,,,-0.5,11.0,23.25,0.75,1.2,,,,,20.9,69.6,,,,,,,21.0,69.8,21.1,70.0,,,,,,,,,48.1,,,0.07,14.11,,,,,,,,,,,,,,0.7,33.3,Database 2
"Konis, Kyle.""Evaluating daylighting effectiveness and occupant visual comfort in a side-lit open-plan office building in San Francisco, California"". Building and Environment 59. 1 (2013); 662-667.",Kyle Konis,2010.0,Summer,Csb,Warm-summer Mediterranean,San Francisco,USA,Office,Mixed Mode,Unknown,,,,,,,,,3.5,,,,,,,,,,24.0,75.3,24.0,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,62.7,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Winter,Aw,Tropical wet savanna,Chennai,India,Office,Naturally Ventilated,,,35.0,Male,-1.0,0.0,cooler,,more,5.0,0.8,17.0,27.33,0.67,1.1,,,,,27.3,81.1,27.3,81.1,,,,,,,,,,,27.5,81.5,,,,,70.1,,,0.42,81.69,0.42,81.69,,,,,120.0,49.0,,1.0,1.0,,,30.8,87.4,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Winter,Csb,Warm-summer Mediterranean,Porto,Portugal,Others,Mixed Mode,Unknown,Mechanical Heating,,Male,0.0,,no change,,no change,,0.1,5.0,26.57,1.12,1.2,,,,,20.6,69.1,,,,,,,,,22.1,71.8,21.8,71.2,,,,,,,51.6,no change,0.0,0.02,3.94,,,,,,,,,,,,,,11.1,51.9,Database 2
"Wang, Z. (2006). A field study of the thermal comfort in residential buildings in Harbin. Building and Environment, 41(8), 1034-1039.",Zhaojun Wang,2001.0,Winter,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,China,Multifamily housing,,,Mechanical Heating,44.0,Male,0.0,1.0,,,,,,,,1.19,,,,,,21.4,70.5,,,,,,,21.8,71.2,22.2,72.0,,,,,,,,,29.0,,,0.06,11.75,,,,,,,,,,,,,,-15.0,5.0,Database 2
"A. Wagner, C. Moosmann, Th. Gropp, E. Gossauer, R. Leonhart: Thermal Comfort and Workspace Occupant Satisfaction - Results of Field Studies in German Low Energy Office Buildings. Journal of Energy & Buildings, Volume 39 (7), 2007",Cornelia Moosmann,2005.0,Summer,Cfb,Temperate oceanic,Karlsruhe,Germany,Office,Naturally Ventilated,,,41.0,Male,3.0,,cooler,,,,-0.3,7.0,22.89,0.59,1.2,,,,,26.3,79.3,,,,,,,27.2,80.9,,,,,,,,,,,40.2,no change,0.0,1.98,389.72,,,,,,,,,0.0,,0.0,0.0,,22.5,72.5,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,1.0,1.0,no change,,,,,,,,,,,,,23.1,73.5,,,,,,,,,,,,,23.1,73.5,,,,,34.1,,,0.03,5.91,,,,,,,,,,,,,,16.0,61.0,Database 2
Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Summer,Aw,Tropical wet savanna,Bangkok,Thailand,Office,Air Conditioned,,,36.0,Male,-1.0,,no change,,,,-0.26,6.37,24.55,0.56,1.1,,,,,23.8,74.8,,,23.8,74.8,,,24.2,75.5,24.6,76.2,,,,,,,,,62.4,,,0.12,23.62,,,0.12,23.62,,,,,,,,,,,,Database 1
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Brazil,Classroom,Mixed Mode,Air Conditioned,,18.0,Male,-1.0,1.0,,1.0,more,,,,,0.5,1.0,,,,,25.0,77.1,,,,,,,,,,,,,,,,,,,66.1,,,0.1,19.69,,,,,,,172.0,62.0,,,1.0,,,23.0,73.4,Database 2
"Luo, M. Zhou, X. Zhu Y., Zhang, D. Cao, B. Exploring the dynamic process of human thermal adaptation: A study in teaching building, Energy and Buildings 127 (2016), 425-432.",Maohui Luo,2012.0,Winter,Cfa,Humid subtropical,Shanghai,China,Classroom,Naturally Ventilated,,,,Male,0.0,1.0,no change,,no change,5,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,no change,0.0,,,,,,,,,170.0,61.0,,,,,,,,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,0.0,1.0,no change,,,,-0.3,7.0,24.0,0.74,1.1,,,,,23.4,74.1,,,,,,,,,,,,,23.4,74.1,,,22.6,72.7,29.1,,,0.04,7.87,,,,,,,,,,,,,,4.0,39.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,1.0,0.0,cooler,,,,-0.3,7.0,23.81,0.72,1.2,,,,,24.1,75.3,,,,,,,,,,,,,24.4,75.8,,,20.8,69.4,22.6,,,0.05,9.84,,,,,,,,,,,,,,16.0,61.0,Database 2
"Konis, Kyle.""Evaluating daylighting effectiveness and occupant visual comfort in a side-lit open-plan office building in San Francisco, California"". Building and Environment 59. 1 (2013); 662-667.",Kyle Konis,2010.0,Summer,Csb,Warm-summer Mediterranean,San Francisco,USA,Office,Mixed Mode,Unknown,,,,,,,,,6.0,,,,,,,,,,23.6,74.5,23.6,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,62.7,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Summer,BSh,Hot semi-arid,Ahmedabad,India,Office,Mixed Mode,Air Conditioned,,35.0,Male,2.0,0.0,no change,,more,4.0,2.6,96.0,33.65,0.67,1.4,,,,,33.3,91.9,33.3,91.9,,,,,,,,,,,33.4,92.1,,,,,51.3,,,0.42,81.69,0.42,81.69,,,,,162.6,62.0,,1.0,,,1.0,29.5,85.1,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,0.0,1.0,no change,,,,0.2,6.0,26.23,0.87,1.2,,,,,22.3,72.1,,,,,,,,,,,,,22.3,72.1,,,25.0,77.0,34.1,,,0.06,11.81,,,,,,,,,,,,,,4.0,39.0,Database 2
"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Summer,Cfa,Humid subtropical,Guangzhou,China,Others,Naturally Ventilated,,,,,2.0,0.0,,,,2.0,1.9,73.0,27.35,0.31,1.2,,,,,31.4,88.5,31.4,88.5,31.4,88.5,31.4,88.5,,,33.9,93.0,,,32.1,89.8,32.1,89.8,32.1,89.8,63.7,,,1.32,259.19,1.55,305.35,1.62,319.14,0.78,153.66,,,,,,,,29.0,84.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,1.0,1.0,cooler,,,,-1.1,30.0,21.52,0.6,1.2,,,,,20.3,68.5,,,,,,,,,,,,,21.6,70.9,,,20.4,68.8,43.0,,,0.02,3.94,,,,,,,,,,,,,,4.0,39.0,Database 2
"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Slovakia,Multifamily housing,Naturally Ventilated,,Mechanical Heating,,Female,1.0,0.0,warmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,38.1,Database 2
"Gail Brager, Gwelen Paliaga, Richard de Dear. Operable windows, personal control and occupant comfort. ASHRAE Transactions. 110(2)",Paliaga,2003.0,Summer,Csb,Warm-summer Mediterranean,Berkeley,USA,Office,Naturally Ventilated,,Mechanical Heating,,Male,2.0,0.0,cooler,0.0,more,,,,,0.71,1.3,,,,,26.5,79.7,26.5,79.7,,,,,24.8,76.6,,,,,25.6,78.1,,,,,,,,0.72,142.52,,,,,,,,,,,,,,16.1,61.0,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Winter,Cwa,Monsoon-influenced humid subtropical,Delhi,India,Office,Mixed Mode,Air Conditioned,Mechanical Heating,35.0,Male,-1.0,0.0,cooler,,no change,3.0,-0.3,7.0,24.4,1.32,1.3,,,,,17.3,63.1,17.3,63.1,,,,,,,,,,,16.9,62.4,,,,,55.4,,,0.09,16.73,0.09,16.73,,,,,167.6,62.0,,0.0,,,,15.5,59.9,Database 2
"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1995.0,Winter,Dfb,Warm-summer humid continental,Ottawa,Canada,Office,Air Conditioned,,,35.0,Male,-1.0,,no change,,,,,,,0.83,,,,,,23.8,74.8,,,23.8,74.8,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,0.0,1.0,no change,,,,-0.1,5.0,25.62,1.0,1.3,,,,,20.5,68.8,,,,,,,,,,,,,20.4,68.8,,,,,42.0,,,0.11,21.65,,,,,,,,,,,,,,4.0,39.0,Database 2
